Throughput,Latency,Jitter,Delay
174.481599397039,0.196678816017741,0.00923038309512277,0.166010104420928
166.464468286349,0.249093543962508,0.0537606629241027,0.217973673427496
119.277013657572,0.394981605998734,0.163260258879689,0.378474960183817
104.46627088298,0.556676436735834,0.151390452185041,0.525328028845956
111.172736031715,0.137065346790274,0.425599957174869,0.109280577412174
146.798565101145,0.104667544463276,0.0315998557902075,0.0784935626230015
166.36423448117,0.0979752780745819,0.00336315802982243,0.0790155147049337
104.389719906293,0.129191144591966,0.0356585323074376,0.110835276203143
158.584391417233,0.0872655749500974,0.0484181927909494,0.0698451841198417
169.575585792928,0.355082547343001,0.281980577187341,0.342258255045382
104.068621259908,1.01215957238214,0.648113859200789,0.980552647242116
155.255964871283,0.984747500086737,0.0137208548340519,0.97205961648783
129.2672389997,1.51987348994444,0.542331129175545,1.50939717034149
102.728639207294,2.37270839452111,0.840732038392845,2.3478004421855
124.006514571174,0.0952752922883774,2.26296964513239,0.0867462765026367
105.24882951198,0.341025984733955,0.244013150281982,0.32230357170279
102.072983297338,0.572452086888586,0.229546442030602,0.543533616385742
121.017136489743,0.679664165117322,0.121725783036575,0.662833925288496
130.244695035031,0.800409768348066,0.117315184373321,0.780067736344729
193.979962805772,0.676410943182212,0.139056059568606,0.648322772206529
155.984229780326,0.0894207302650504,0.587322447680857,0.0623408086147037
181.755393291273,0.134225232685128,0.0516148255239253,0.106793542608851
146.398712081716,0.211882516099042,0.0837616853715113,0.182207182503884
144.687209226089,0.277611626785042,0.0733104163618714,0.254454157717884
134.880503875119,0.372467863770199,0.0908203037442573,0.342126390008834
132.653772218479,0.423247225341226,0.0683468763889334,0.40310180510536
158.772717225279,0.0796943561494456,0.344505153477948,0.0608363190717753
161.322279574757,0.0697060322040952,0.00819585555321027,0.0623380519310927
199.684232257321,0.0869567254353405,0.00790299656374245,0.0559636795151217
175.829605091641,0.0941845001583298,0.00695258054295694,0.0608041267331432
154.3647645733,0.0843702194445931,0.0115528189264774,0.0714799347537064
112.428724381284,0.136045751918431,0.0372739583851901,0.108518611314273
105.842535670061,0.123983919057181,0.0164313765273023,0.0968538870178613
130.862599718401,0.457830866102,0.339376228226251,0.427449229270298
126.605324087332,0.839247224877399,0.397415729376311,0.824001849983178
199.826134931255,0.764453577622254,0.082081310857875,0.749748322738938
100.526455901235,1.96502011115833,1.20146328177511,1.9422361724189
184.979870384629,1.32126709468299,0.635067153009913,1.30762500814979
165.876901427995,0.107036413164811,1.24272444828354,0.0708704117432199
177.143502452972,0.199089924560745,0.129807858777322,0.191198931732348
128.145595030756,0.460656322427456,0.249596542277578,0.43984896018657
102.862173567621,0.784832429689161,0.34017821729659,0.770349744426534
129.294009620103,0.805215645764736,0.0225145924040286,0.792782530658054
193.62795583584,0.67573980716515,0.151444470060992,0.649751457278029
170.839718608212,0.0895246053258298,0.585245820724072,0.07161116404937
195.792722024666,0.122677018350622,0.048604593455927,0.111326035171849
175.225583772032,0.18509940421166,0.0478128986683684,0.152927617667038
111.742807071678,0.321701015810274,0.169669510428436,0.314676772456054
126.335950795538,0.378766057608751,0.0438008379922878,0.352455020405625
180.486729519044,0.320483488269233,0.0516649977436523,0.300820014229524
195.127734332633,0.0715139072045914,0.247589540651216,0.060950716938527
184.596031723406,0.0929332049037486,0.00632092248654942,0.0572527978468903
154.871418978619,0.0895697467791318,0.0306036083181801,0.0801591876169277
163.928909142731,0.0860486482232089,0.0252094433825493,0.0642755680841034
162.697567833234,0.108140730356999,0.012336709267512,0.0764493025051744
186.631552194317,0.0819230638195222,0.018602213826678,0.0652328670444067
130.380664692229,0.117176765029563,0.0225513241603881,0.0865135176149836
182.379857414574,0.336128331541422,0.232868782903566,0.314859166391536
193.968966696707,0.561101797809923,0.225420455928498,0.531049226303793
120.32628831499,1.25727022901497,0.7122267404891,1.23580408887398
178.461164601235,1.12211586869339,0.137515409548016,1.1076553337249
155.534004275937,1.57534962591138,0.456360913958867,1.56305993588836
135.732406082844,0.0960175017835382,1.49373955756977,0.0759038201573005
